",title,ticket_price,Day of the Week,Theater Type"
"4361,20 Feet from Stardom,281.28,Weekday,multiplex"
"4362,Two Girls and a Guy,502.86,Weekday,multiplex"
"4363,Walking and Talking,264.09,Weekend,multiplex"
"4364,Who Killed the Electric Car?,204.53,Weekday,single screen"
"4365,The Broken Hearts Club: A Romantic Comedy,142.34,Weekday,single screen"
"4366,Bubba Ho-tep,333.35,Weekend,multiplex"
"4367,Slam,341.07,Weekend,single screen"
"4368,Brigham City,520.45,Weekend,single screen"
"4369,Fiza,210.62,Weekend,single screen"
"4370,Orgazmo,290.5,Weekday,multiplex"
"4371,All the Real Girls,504.2,Weekday,single screen"
"4372,Dream with the Fishes,511.81,Weekend,multiplex"
"4373,Blue Car,292.31,Weekday,single screen"
"4374,Palo Alto,329.56,Weekday,multiplex"
"4375,Ajami,251.64,Weekday,single screen"
"4376,Wristcutters: A Love Story,566.28,Weekend,multiplex"
"4377,I Origins,159.32,Weekday,multiplex"
"4378,The Battle of Shaker Heights,566.87,Weekend,single screen"
"4379,The Act of Killing,441.93,Weekday,multiplex"
"4380,Taxi to the Dark Side,365.79,Weekday,multiplex"
"4381,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,116.33,Weekday,multiplex"
"4382,Guiana 1838,337.8,Weekend,multiplex"
"4383,Lisa Picard Is Famous,303.87,Weekday,multiplex"
"4384,Antarctica: A Year on Ice,180.61,Weekend,multiplex"
"4385,A LEGO Brickumentary,428.2,Weekend,multiplex"
"4386,Hardflip,585.58,Weekend,multiplex"
"4387,Chocolate: Deep Dark Secrets,381.09,Weekday,single screen"
"4388,The House of the Devil,457.38,Weekday,single screen"
"4389,The Perfect Host,134.23,Weekday,multiplex"
"4390,Safe Men,308.83,Weekday,multiplex"
"4391,Speedway Junky,158.18,Weekend,single screen"
"4392,The Last Big Thing,406.4,Weekend,single screen"
"4393,The Specials,569.24,Weekend,single screen"
"4394,16 to Life,430.89,Weekday,multiplex"
"4395,Alone With Her,138.4,Weekend,single screen"
"4396,Creative Control,277.33,Weekday,multiplex"
"4397,Special,375.33,Weekend,multiplex"
"4398,Sparkler,301.6,Weekday,single screen"
"4399,The Helix... Loaded,516.82,Weekday,multiplex"
"4400,In Her Line of Fire,507.34,Weekend,multiplex"
"4401,The Jimmy Show,405.92,Weekend,multiplex"
"4402,Heli,286.73,Weekend,multiplex"
"4403,Karachi se Lahore,227.67,Weekend,single screen"
"4404,Loving Annabelle,152.94,Weekday,single screen"
"4405,Hits,277.45,Weekend,multiplex"
"4406,Jimmy and Judy,306.59,Weekend,multiplex"
"4407,Frat Party,437.91,Weekend,single screen"
"4408,The Party's Over,429.08,Weekday,multiplex"
"4409,Proud,135.05,Weekday,single screen"
"4410,The Poker House,297.63,Weekend,multiplex"
"4411,Childless,190.89,Weekday,multiplex"
"4412,ZMD: Zombies of Mass Destruction,178.41,Weekend,single screen"
"4413,Snow White: A Deadly Summer,513.65,Weekday,single screen"
"4414,Hidden Away,120.96,Weekday,single screen"
"4415,My Last Day Without You,309.59,Weekday,single screen"
"4416,Steppin: The Movie,184.1,Weekday,multiplex"
"4417,Doc Holliday's Revenge,539.67,Weekend,single screen"
"4418,Black Rock,378.52,Weekend,multiplex"
"4419,Truth or Dare,215.69,Weekend,single screen"
"4420,The Pet,351.21,Weekday,single screen"
"4421,Bang Bang Baby,465.74,Weekend,multiplex"
"4422,Fear Clinic,579.06,Weekend,single screen"
"4423,Zombie Hunter,210.22,Weekend,single screen"
"4424,A Fine Step,543.09,Weekday,single screen"
"4425,Charly,567.15,Weekday,single screen"
"4426,Banshee Chapter,558.21,Weekday,multiplex"
"4427,Ask Me Anything,417.71,Weekend,multiplex"
"4428,And Then Came Love,414.91,Weekend,single screen"
"4429,Food Chains,301.61,Weekend,single screen"
"4430,On the Waterfront,476.2,Weekday,single screen"
"4431,L!fe Happens,365.65,Weekday,multiplex"
"4432,""4 Months, 3 Weeks and 2 Days"",438.72,Weekend,multiplex"
"4433,The Horror Network Vol. 1,314.23,Weekday,multiplex"
"4434,Hard Candy,465.75,Weekday,multiplex"
"4435,The Quiet,512.24,Weekday,single screen"
"4436,Circumstance,173.22,Weekday,single screen"
"4437,Fruitvale Station,516.46,Weekend,single screen"
"4438,The Brass Teapot,370.15,Weekday,multiplex"
"4439,Bambi,522.33,Weekday,single screen"
"4440,The Hammer,315.65,Weekday,multiplex"
"4441,Latter Days,289.52,Weekday,multiplex"
"4442,Elza,557.53,Weekend,single screen"
"4443,1982,225.58,Weekend,single screen"
"4444,""For a Good Time, Call..."",522.11,Weekday,single screen"
"4445,Celeste & Jesse Forever,342.01,Weekday,multiplex"
"4446,Time Changer,357.05,Weekday,multiplex"
"4447,London to Brighton,254.23,Weekday,single screen"
"4448,American Hero,386.52,Weekday,single screen"
"4449,Windsor Drive,262.61,Weekday,multiplex"
"4450,A Separation,119.63,Weekend,single screen"
"4451,Crying with Laughter,236.0,Weekday,multiplex"
"4452,Welcome to the Dollhouse,103.19,Weekend,multiplex"
"4453,Ruby in Paradise,589.18,Weekend,single screen"
"4454,Raising Victor Vargas,582.87,Weekday,single screen"
"4455,Pandora's Box,297.58,Weekend,single screen"
"4456,Harrison Montgomery,464.19,Weekend,single screen"
"4457,Live-In Maid,272.9,Weekend,multiplex"
"4458,Deterrence,435.55,Weekend,multiplex"
"4459,The Mudge Boy,502.72,Weekend,multiplex"
"4460,The Young Unknowns,573.38,Weekend,single screen"
"4461,Not Cool,300.11,Weekday,multiplex"
"4462,Dead Snow,491.65,Weekend,single screen"
"4463,Saints and Soldiers,232.96,Weekend,single screen"
"4464,Vessel,595.17,Weekend,single screen"
"4465,American Graffiti,112.88,Weekday,single screen"
"4466,Iraq for Sale: The War Profiteers,401.76,Weekend,single screen"
"4467,Aqua Teen Hunger Force Colon Movie Film for Theaters,429.75,Weekday,single screen"
"4468,Safety Not Guaranteed,444.02,Weekend,multiplex"
"4469,Kevin Hart: Laugh at My Pain,160.19,Weekday,single screen"
"4470,Kill List,569.26,Weekday,multiplex"
"4471,The Innkeepers,190.59,Weekend,multiplex"
"4472,The Conformist,411.38,Weekend,single screen"
"4473,Interview with the Assassin,211.34,Weekday,single screen"
"4474,Donkey Punch,253.61,Weekend,single screen"
"4475,All the Boys Love Mandy Lane,373.23,Weekday,multiplex"
"4476,Bled,308.6,Weekday,single screen"
"4477,High Noon,180.11,Weekday,multiplex"
"4478,Hoop Dreams,185.47,Weekday,single screen"
"4479,Rize,309.07,Weekday,single screen"
"4480,L.I.E.,478.64,Weekend,multiplex"
"4481,The Sisterhood of Night,548.98,Weekday,multiplex"
"4482,B-Girl,142.06,Weekday,single screen"
"4483,Half Nelson,296.55,Weekend,multiplex"
"4484,Naturally Native,150.12,Weekday,multiplex"
"4485,Hav Plenty,108.3,Weekend,multiplex"
"4486,Adulterers,430.86,Weekend,multiplex"
"4487,Escape from Tomorrow,401.22,Weekend,multiplex"
"4488,Starsuckers,181.51,Weekday,single screen"
"4489,The Hadza:  Last of the First,216.91,Weekday,single screen"
"4490,After,111.85,Weekday,multiplex"
"4491,Treachery,517.47,Weekend,single screen"
"4492,Walter,587.35,Weekday,single screen"
"4493,Top Hat,167.73,Weekend,multiplex"
"4494,The Blair Witch Project,215.74,Weekday,single screen"
"4495,Woodstock,534.2,Weekend,multiplex"
"4496,The Kentucky Fried Movie,563.23,Weekday,single screen"
"4497,Mercy Streets,309.81,Weekday,multiplex"
"4498,Carousel of Revenge,125.31,Weekday,multiplex"
"4499,Broken Vessels,119.7,Weekday,single screen"
"4500,Water & Power,386.97,Weekend,single screen"
"4501,They Will Have to Kill Us First,296.45,Weekday,multiplex"
"4502,Light from the Darkroom,114.33,Weekday,multiplex"
"4503,The Country Doctor,391.63,Weekday,single screen"
"4504,The Maid's Room,105.65,Weekday,single screen"
"4505,A Hard Day's Night,493.69,Weekend,multiplex"
"4506,The Harvest (La Cosecha),253.22,Weekday,single screen"
"4507,Love Letters,120.13,Weekend,multiplex"
"4508,Juliet and Alfa Romeo,234.0,Weekend,multiplex"
"4509,Fireproof,184.86,Weekday,single screen"
"4510,Faith Connections,109.57,Weekend,single screen"
"4511,Benji,489.55,Weekend,single screen"
"4512,Open Water,404.85,Weekend,single screen"
"4513,High Road,449.82,Weekday,single screen"
"4514,Kingdom of the Spiders,519.08,Weekend,multiplex"
"4515,Mad Hot Ballroom,501.41,Weekend,multiplex"
"4516,The Station Agent,580.46,Weekend,single screen"
"4517,To Save A Life,367.97,Weekday,single screen"
"4518,Wordplay,344.25,Weekend,single screen"
"4519,Beyond the Mat,300.94,Weekday,multiplex"
"4520,The Singles Ward,176.85,Weekday,single screen"
"4521,Osama,386.3,Weekday,single screen"
"4522,Sholem Aleichem: Laughing In The Darkness,238.51,Weekday,multiplex"
"4523,Groove,560.65,Weekday,multiplex"
"4524,The R.M.,391.6,Weekday,single screen"
"4525,Twin Falls Idaho,396.42,Weekend,single screen"
"4526,Mean Creek,277.46,Weekday,single screen"
"4527,Hurricane Streets,125.99,Weekend,multiplex"
"4528,Never Again,115.87,Weekend,single screen"
"4529,Civil Brand,311.67,Weekday,single screen"
"4530,Lonesome Jim,142.28,Weekend,single screen"
"4531,Drinking Buddies,403.42,Weekend,multiplex"
"4532,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,540.49,Weekend,multiplex"
"4533,Seven Samurai,541.46,Weekend,single screen"
"4534,The Other Dream Team,429.52,Weekday,single screen"
"4535,Johnny Suede,205.62,Weekend,multiplex"
"4536,Finishing The Game,531.5,Weekday,multiplex"
"4537,Rubber,543.05,Weekend,multiplex"
"4538,Kiss the Bride,198.33,Weekend,multiplex"
"4539,The Slaughter Rule,468.71,Weekday,multiplex"
"4540,Monsters,243.26,Weekend,multiplex"
"4541,The Californians,501.32,Weekend,multiplex"
"4542,The Living Wake,598.62,Weekend,multiplex"
"4543,Detention of the Dead,115.01,Weekday,multiplex"
"4544,Crazy Stone,548.68,Weekend,single screen"
"4545,Scott Walker: 30 Century Man,411.32,Weekday,single screen"
"4546,Everything Put Together,586.69,Weekend,single screen"
"4547,Good Kill,332.5,Weekday,multiplex"
"4548,The Outrageous Sophie Tucker,523.69,Weekday,single screen"
"4549,Now Is Good,131.2,Weekend,multiplex"
"4550,Girls Gone Dead,267.64,Weekend,multiplex"
"4551,America Is Still the Place,133.51,Weekday,single screen"
"4552,Subconscious,587.67,Weekday,multiplex"
"4553,Enter Nowhere,508.49,Weekend,single screen"
"4554,El Rey de Najayo,526.27,Weekday,single screen"
"4555,Fight to the Finish,568.98,Weekend,single screen"
"4556,Alleluia! The Devil's Carnival,142.55,Weekend,multiplex"
"4557,The Sound and the Shadow,292.8,Weekend,single screen"
"4558,Rodeo Girl,135.52,Weekend,multiplex"
"4559,Born to Fly: Elizabeth Streb vs. Gravity,205.4,Weekday,single screen"
"4560,The Little Ponderosa Zoo,214.68,Weekend,single screen"
"4561,The Toxic Avenger,334.55,Weekday,single screen"
"4562,Straight Out of Brooklyn,234.28,Weekend,multiplex"
"4563,Bloody Sunday,150.49,Weekday,multiplex"
"4564,Diamond Ruff,183.75,Weekend,multiplex"
"4565,Conversations with Other Women,173.64,Weekday,single screen"
"4566,Poultrygeist: Night of the Chicken Dead,586.54,Weekday,single screen"
"4567,Mutual Friends,479.65,Weekend,multiplex"
"4568,42nd Street,583.88,Weekend,multiplex"
"4569,Rise of the Entrepreneur: The Search for a Better Way,319.87,Weekend,multiplex"
"4570,Metropolitan,239.18,Weekend,multiplex"
"4571,As It Is in Heaven,499.15,Weekday,multiplex"
"4572,Roadside,263.13,Weekend,multiplex"
"4573,Napoleon Dynamite,249.69,Weekday,single screen"
"4574,Blue Ruin,216.25,Weekday,multiplex"
"4575,Paranormal Activity,164.84,Weekend,single screen"
"4576,Dogtown and Z-Boys,228.23,Weekday,single screen"
"4577,Monty Python and the Holy Grail,277.66,Weekday,multiplex"
"4578,Quinceañera,437.0,Weekday,multiplex"
"4579,Gory Gory Hallelujah,131.28,Weekday,single screen"
"4580,Tarnation,205.25,Weekend,multiplex"
"4581,I Want Your Money,504.51,Weekend,multiplex"
"4582,Love in the Time of Monsters,173.46,Weekend,single screen"
"4583,The Beyond,271.32,Weekend,single screen"
"4584,What Happens in Vegas,532.33,Weekday,single screen"
"4585,The Dark Hours,177.46,Weekday,multiplex"
"4586,My Beautiful Laundrette,141.37,Weekend,single screen"
"4587,Fabled,342.27,Weekend,multiplex"
"4588,Show Me,251.21,Weekend,single screen"
"4589,Cries and Whispers,381.7,Weekday,single screen"
"4590,Intolerance,501.9,Weekend,single screen"
"4591,Trekkies,168.57,Weekend,multiplex"
"4592,The Broadway Melody,390.35,Weekend,multiplex"
"4593,The Evil Dead,352.75,Weekday,single screen"
"4594,Maniac,172.04,Weekday,single screen"
"4595,Censored Voices,412.0,Weekday,single screen"
"4596,Murderball,236.82,Weekday,multiplex"
"4597,American Ninja 2: The Confrontation,343.92,Weekday,single screen"
"4598,51 Birch Street,141.14,Weekday,multiplex"
"4599,Rotor DR1,329.79,Weekday,single screen"
"4600,12 Angry Men,253.23,Weekday,single screen"
"4601,My Dog Tulip,511.19,Weekend,single screen"
"4602,It Happened One Night,128.49,Weekend,single screen"
"4603,Dogtooth,309.3,Weekday,single screen"
"4604,Tupac: Resurrection,329.22,Weekday,single screen"
"4605,Tumbleweeds,462.5,Weekend,multiplex"
"4606,The Prophecy,387.14,Weekday,single screen"
"4607,When the Cat's Away,433.61,Weekday,multiplex"
"4608,Pieces of April,488.52,Weekday,single screen"
"4609,The Big Swap,531.1,Weekend,single screen"
"4610,Old Joy,256.94,Weekend,multiplex"
"4611,Wendy and Lucy,369.01,Weekend,single screen"
"4612,3 Backyards,520.05,Weekend,multiplex"
"4613,Pierrot le Fou,594.73,Weekend,multiplex"
"4614,Sisters in Law,544.76,Weekday,single screen"
"4615,Ayurveda: Art of Being,285.73,Weekend,multiplex"
"4616,Nothing But a Man,197.58,Weekday,multiplex"
"4617,""First Love, Last Rites"",344.7,Weekday,single screen"
"4618,Fighting Tommy Riley,470.82,Weekend,multiplex"
"4619,Royal Kill,346.28,Weekend,single screen"
"4620,The Looking Glass,341.59,Weekday,single screen"
"4621,Death Race 2000,519.12,Weekday,single screen"
"4622,Locker 13,280.7,Weekday,single screen"
"4623,Midnight Cabaret,529.9,Weekend,multiplex"
"4624,Anderson's Cross,303.4,Weekend,single screen"
"4625,Bizarre,264.12,Weekend,single screen"
"4626,Graduation Day,326.99,Weekend,multiplex"
"4627,Some Guy Who Kills People,481.22,Weekend,single screen"
"4628,Compliance,163.0,Weekday,single screen"
"4629,Chasing Amy,198.21,Weekend,multiplex"
"4630,Lovely & Amazing,575.72,Weekday,multiplex"
"4631,Death Calls,187.75,Weekday,multiplex"
"4632,Better Luck Tomorrow,383.86,Weekday,multiplex"
"4633,The Incredibly True Adventure of Two Girls In Love,389.66,Weekend,multiplex"
"4634,Chuck & Buck,344.81,Weekend,multiplex"
"4635,American Desi,422.37,Weekend,multiplex"
"4636,Amidst the Devil's Wings,214.91,Weekday,single screen"
"4637,Cube,376.33,Weekday,multiplex"
"4638,Love and Other Catastrophes,286.09,Weekday,multiplex"
"4639,I Married a Strange Person!,430.83,Weekday,multiplex"
"4640,November,170.61,Weekday,single screen"
"4641,Like Crazy,385.44,Weekday,single screen"
"4642,Teeth and Blood,192.64,Weekend,multiplex"
"4643,Sugar Town,239.32,Weekend,multiplex"
"4644,The Motel,209.35,Weekend,multiplex"
"4645,The Canyons,191.42,Weekend,single screen"
"4646,On the Outs,512.86,Weekday,single screen"
"4647,Shotgun Stories,242.85,Weekday,multiplex"
"4648,Exam,563.56,Weekend,single screen"
"4649,The Sticky Fingers of Time,584.96,Weekday,multiplex"
"4650,Sunday School Musical,385.63,Weekend,single screen"
"4651,Rust,171.5,Weekend,single screen"
"4652,Ink,287.27,Weekend,multiplex"
"4653,The Christmas Bunny,498.87,Weekday,multiplex"
"4654,Butterfly,283.7,Weekend,multiplex"
"4655,UnDivided,143.51,Weekend,multiplex"
"4656,The Frozen,378.39,Weekend,single screen"
"4657,Horse Camp,522.56,Weekday,single screen"
"4658,Give Me Shelter,497.96,Weekday,single screen"
"4659,The Big Parade,187.56,Weekend,multiplex"
"4660,Little Big Top,436.38,Weekday,single screen"
"4661,Along the Roadside,210.25,Weekday,multiplex"
"4662,Bronson,209.1,Weekday,single screen"
"4663,Western Religion,537.04,Weekday,multiplex"
"4664,Burn,224.83,Weekday,multiplex"
"4665,Urbania,231.62,Weekday,single screen"
"4666,The Stewardesses,100.33,Weekday,multiplex"
"4667,""The Beast from 20,000 Fathoms"",535.33,Weekday,multiplex"
"4668,Mad Max,496.3,Weekday,single screen"
"4669,Swingers,413.66,Weekday,multiplex"
"4670,A Fistful of Dollars,475.13,Weekend,multiplex"
"4671,She Done Him Wrong,176.02,Weekend,multiplex"
"4672,Short Cut to Nirvana: Kumbh Mela,329.16,Weekday,single screen"
"4673,The Grace Card,275.61,Weekend,single screen"
"4674,Middle of Nowhere,146.89,Weekend,multiplex"
"4675,Three,343.07,Weekday,single screen"
"4676,The Business of Fancydancing,560.37,Weekday,multiplex"
"4677,Call + Response,120.03,Weekday,multiplex"
"4678,Malevolence,245.73,Weekend,multiplex"
"4679,Reality Show,203.77,Weekend,multiplex"
"4680,Super Hybrid,219.07,Weekday,multiplex"
"4681,Baghead,554.22,Weekday,single screen"
"4682,American Beast,334.03,Weekday,multiplex"
"4683,The Case of the Grinning Cat,333.15,Weekend,single screen"
"4684,Ordet,480.29,Weekend,single screen"
"4685,Good Dick,177.25,Weekend,multiplex"
"4686,The Man from Earth,343.63,Weekend,multiplex"
"4687,The Trials Of Darryl Hunt,314.99,Weekday,single screen"
"4688,Samantha: An American Girl Holiday,398.46,Weekday,single screen"
"4689,Yesterday Was a Lie,599.78,Weekday,single screen"
"4690,Theresa Is a Mother,484.72,Weekday,multiplex"
"4691,H.,298.93,Weekend,single screen"
"4692,Archaeology of a Woman,513.78,Weekend,multiplex"
"4693,Children of Heaven,185.35,Weekday,multiplex"
"4694,Weekend,115.23,Weekday,multiplex"
"4695,She's Gotta Have It,202.22,Weekend,single screen"
"4696,Butterfly Girl,270.21,Weekday,multiplex"
"4697,The World Is Mine,355.29,Weekend,multiplex"
"4698,Another Earth,407.56,Weekday,multiplex"
"4699,Sweet Sweetback's Baadasssss Song,555.3,Weekday,multiplex"
"4700,Perfect Cowboy,354.93,Weekday,multiplex"
"4701,Tadpole,350.64,Weekday,single screen"
"4702,Once,125.12,Weekday,multiplex"
"4703,The Woman Chaser,117.46,Weekday,multiplex"
"4704,The Horse Boy,375.58,Weekday,single screen"
"4705,When the Lights Went Out,319.09,Weekend,multiplex"
"4706,Heroes of Dirt,519.59,Weekend,single screen"
"4707,A Charlie Brown Christmas,180.34,Weekend,multiplex"
"4708,Antarctic Edge: 70° South,112.49,Weekend,single screen"
"4709,Aroused,324.52,Weekend,single screen"
"4710,Top Spin,218.74,Weekday,multiplex"
"4711,Roger & Me,124.81,Weekday,multiplex"
"4712,An American in Hollywood,462.3,Weekend,multiplex"
"4713,Sound of My Voice,155.8,Weekday,single screen"
"4714,The Blood of My Brother: A Story of Death in Iraq,404.16,Weekend,single screen"
"4715,Your Sister's Sister,240.52,Weekend,single screen"
"4716,A Dog's Breakfast,186.75,Weekday,multiplex"
"4717,The Married Woman,289.88,Weekday,single screen"
